 ,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations,trailer_views,trailer_likes
147773,The Way Way Back,Comedy-Drama,en,Shy 14-year-old Duncan goes on summer vacation with his mother her overbearing boyfriend and her boyfriend's daughter. Having a rough time fitting in Duncan finds an unexpected friend in Owen manager of the Water Wizz water park.,20.463,OddLot Entertainment-Sycamore Pictures-The Walsh Company-What Just Happened Productions,6/6/13,4600000,23198652,103,Released,We've all been there.,7.125,1518,Liam James-Steve Carell-Toni Collette-AnnaSophia Robb-Sam Rockwell-Allison Janney-Maya Rudolph-Amanda Peet-Rob Corddry-Nat Faxon-Jim Rash-Zoe Levin-River Alexander-Adam Riegler-Jeremy Weaver-Robert Capron-Rodney Lodge-Devon Werden-Ava Deluca-Verley-Jake Picking-Jeff Ryan-Andria Blackman-Aingea Venuto-Emily Petta-Carsen Warner,shyness-beach-bicycle-conversation-friendship-stepfather-vacation-love-neighbor-summer-water park-awkwardness,/bHoQ0xjDJ5sJZNca7QyFa6ZeXxg.jpg,/bPm5kQLlc2KypdYkUxGbrGfLJ82.jpg,156700-157386-113148-116741-43923-157360-172533-84332-49009-138697-16614-529485-85350-136795-111969-12182-88005-109414-109418-169813-84892,5841299.532,6156634.115
98357,Broken City,Thriller-Crime-Drama,en,In a broken city rife with injustice ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure the mayor. Billy's relentless pursuit of justice matched only by his streetwise toughness makes him an unstoppable force - and the mayor's worst nightmare.,20.462,1984 Private Defense Contractors-EFO Films-Inferno International-Regency Enterprises-Black Bear Pictures-New Regency Pictures-Closest to the Hole Productions-Envision Entertainment-Leverage,1/18/13,56000000,34737199,109,Released,Proof Can Be a Powerful Weapon.,5.902,1301,Mark Wahlberg-Russell Crowe-Catherine Zeta-Jones-Jeffrey Wright-Barry Pepper-Alona Tal-Natalie Martinez-Michael Beach-Kyle Chandler-James Ransone-Griffin Dunne-Britney Theriot-Odessa Feaster-Luis Tolentino-Tony Bentley-Andrea Frankle-William Ragsdale-Chance Kelly-Justin Chambers-Ric Reitz-Lydia Hull-Annika Pergament-Jason Mitchell-Chelsea Bruland-John W. Houghtaling-Leslie Hippensteel-Benjamin Kanes-Greg Sproles-Reynaldo Piniella-Veronica Berry-Judd Lormand-Lori Campbell-Benton Greene-Joseph Meissner-Robert Larriviere,mayor-investigation-politics-ex-cop-revenge-double crossed-private detective,/hqa5FwNZC55zqSpdeGFtBDqw55y.jpg,/lZ9OGovrjamAVz3n6TjJts2npxE.jpg,77866-59961-82682-119283-87502-49040-102362-82675-76640-64635-64689-134411-75780-9654-72387-77948-59967-76163-97630-82525-47964,-1538568.698,7666405.411
69,Walk the Line,Drama-Music-Romance,en,A chronicle of country music legend Johnny Cash's life from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis where he recorded alongside Elvis Presley Jerry Lee Lewis and Carl Perkins.,20.456,Mars Media Beteiligungs-Tree Line Films-Konrad Pictures-Catfish Productions-Fox 2000 Pictures,9/13/05,28000000,18679798.6,136,Released,Love is a burning thing.,7.493,2498,Joaquin Phoenix-Reese Witherspoon-Ginnifer Goodwin-Robert Patrick-Dallas Roberts-Dan John Miller-Larry Bagby-Shelby Lynne-Tyler Hilton-Waylon Payne-Shooter Jennings-Sandra Ellis Lafferty-Dan Beene-Clay Steakley-Johnathan Rice-Johnny Holiday-Ridge Canipe-Lucas Till-Carly Nahon-McGhee Monteith-Wyatt Entrekin-Hailey Anne Nelson-Kerris Dorsey-Delaney Keefe-Victoria Hester-Deborah Rawlings-James DeForest Parker-James Keach-Davielle Boyce-Glenn Alan Gardner-Danny Vinson-Dave McPhail-Bob King-Natalie Canerday-Rhoda Griffis-Jeff Bailey-Ross Harkins-J.D. Evermore-Helen Ingebritsen-J.W. Williams-Shane Bowen-Tim Ware-Dolan Wilson-J. Allen Scott-Clare Grant-Michael Ingersoll-Carter Thrower-J.P. McNeely-Brian Deas-Glenda Pannell-Amy Lavere-Tracee Mae Miller-Ken Axmaker Jr.-Bryce Blackman-Garnet Brooks-David Caffey-John Carter Cash-Mark Alan Compton-Brian Crider-Richard Crowe-Josh Driver-Jeff Evans-Geoff Falk-Jan Falk-Marc Farley-Evelyn Diana Frogge-Chabot-Gavin Lindsay Goode-Cody Hanford-L. Michele Hester-Kimberly Hill-Laurie Johnson-Jason Lewin-Katie Lindsey-Mathew Luschek-Donald Meyers-Michael Montgomery-Zach Navarro-Rich Parham-Chris Plumlee-Kevin Scroggs-Laura Lynn Seguin-Brit Shaw-Melissa Goodwin Shepherd-Ben Taylor-Frank Hoyt Taylor-Danny Thomas-Sheila Thomas-Dave Thompson-Jim Wright-R. Elkins Wright,germany-prison-music record-adultery-loss of loved one-country music-guitar-concert-marriage-single-johnny cash-accident-1960s,/p8lPTjvjOjTfvC1E9pmMwcF9vkn.jpg,/pMBKzEotLUzk3NuQiyVjZEDlH70.jpg,691523-443041-931653-446908-243794-243279-1857-16351-1677-15121-786-31037-11003-824-16769-134-474982-6023-268092-68722-630,4064370.524,3913153.147
465086,The Grudge,Horror-Mystery,en,After a young mother murders her family in her own house a detective attempts to investigate the mysterious case only to discover that the house is cursed by a vengeful ghost. Now targeted by the demonic spirits the detective must do anything to protect herself and her family from harm.,20.443,Ghost House Pictures,12/31/19,10000000,42800000,93,Released,,5.5,1032,Andrea Riseborough-Demián Bichir-John Cho-Lin Shaye-Jacki Weaver-Betty Gilpin-William Sadler-Frankie Faison-Nancy Sorel-Tara Westwood-Joel Marsh Garland-Stephanie Sy-Bradley Sawatzky-Robin Ruel-Ernesto Griffith-Robert Kostyra-Jim Kirby-Lorrie Papadopoulos-Derek James Trapp-Junko Bailey-David Brown-Zoe Fish-John J. Hansen-Steven Ratzlaff,japan-haunted house-curse-reboot,/vN7JHlHOT9rHNDU27tfYqhABBj5.jpg,/iuW78LWxApCvjLuMebcICwF2owQ.jpg,1975-542224-1977-570670-599975-555974-1283-492611-1970-539537-443791-11838-567609-536869-514847-495764-501170-454626-511987-551808-521029,21797175.75,8739559.786
942,Lethal Weapon 2,Action-Adventure-Comedy-Crime-Thriller,en,In the opening chase Martin Riggs and Roger Murtaugh stumble across a trunk full of Krugerrands. They follow the trail to a South African diplomat who's using his immunity to conceal a smuggling operation. When he plants a bomb under Murtaugh's toilet the action explodes!,20.442,Warner Bros. Pictures-Silver Pictures,7/7/89,25000000,22785398.6,114,Released,The magic is back!,6.995,2925,Mel Gibson-Danny Glover-Joe Pesci-Joss Ackland-Derrick O'Connor-Patsy Kensit-Darlene Love-Steve Kahan-Mark Rolston-Jenette Goldstein-Dean Norris-Juney Smith-Nestor Serrano-Philip Suriano-Grand L. Bush-Allan Dean Moore-Jack McGee-Mary Ellen Trainor-Traci Wolfe-Ebonie Smith-Damon Hines-Tony Carreiro-Sherman Howard-Pat Skipper-Jim Piddock-David Marciano-Tommy Hinkley-Lionel Douglass-James Oliver-Marian Collier-Norman D. Wilson,loss of loved one-showdown-police-sequel-mixed martial arts-gang-los angeles california-police detective-wisecrack humor-buddy cop-diplomatic immunity-lapd-maverick cop-action hero,/1EEIUw0tkX7AJZ1ikZrtKZZKlC6.jpg,/zjRkl5PZvFujbRndrNbf4ZKbeNC.jpg,943-941-944-1573-96-90-2112-865-5548-37136-9618-861-2978-562-1669-36955-951-106-9739-165-8009,4603470.116,8187161.077
241239,A Most Violent Year,Crime-Drama-Thriller,en,A thriller set in New York City during the winter of 1981 statistically one of the most violent years in the city's history and centered on the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence decay and corruption of the day drag them in and threaten to destroy all they have built.,20.441,Participant-Imagenation Abu Dhabi FZ-FilmNation Entertainment-Before the Door Pictures-Washington Square Films-Old Bull Pictures-CounterNarrative Films,12/31/14,20000000,12007070,124,Released,The result is never in question. Just the path you take to get there.,6.6,1259,Oscar Isaac-Jessica Chastain-David Oyelowo-Alessandro Nivola-Elyes Gabel-Albert Brooks-Catalina Sandino Moreno-Peter Gerety-Christopher Abbott-Glenn Fleshler-David Margulies-Jerry Adler-Ben Rosenfield-John Procaccino-Ashley Williams-Pico Alexander-Matthew Maher-Elizabeth Marvel-Jason Ralph-Daisy Tahan-Giselle Eisenberg-Taylor Richardson-Lorna Guity Pruce-Quinn Meyers-Chester Jones III-Jimmy Palumbo-Tanner-Phillip Chi-Patrick Breen-Nick Bailey-Jenilyn Rodriguez-Linda Marie Larson-Stephen Reich-Myrna Cabello-Nat DeWolf-Robert Clohessy-Russell G. Jones-Annie Funke-Kathleen Doyle-William Hill-Suzanne Cerreta-Chris Cardona-John Dinello-Teddy Coluca-Susan Blackwell-John Douglas Thompson-Bill Walters,new york city-corruption-capitalism-husband wife relationship-winter-american dream-immigrant-business ethics-truck-oil-lawyer-loan shark-coat-tunnel-1980s-truck hijacking-bank loan,/861WY0triAjO0A6VWMhrZ6s7VFG.jpg,/l1JXogJ2q3EAhGUxrnLGb7VyKQJ.jpg,171274-252178-284536-87492-154400-273895-253626-86829-228970-284293-190859-242582-157849-194662-273481-221902-265189-44629-264660-265228-10768,5217081.004,2799483.174
1542,Office Space,Comedy,en,A depressed white-collar worker tries hypnotherapy only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules and hatch a hapless attempt to embezzle money from his soul-killing employers.,20.438,Cubicle Inc.-20th Century Fox,2/19/99,10000000,12827813,90,Released,Work sucks.,7.374,2554,Ron Livingston-Jennifer Aniston-David Herman-Ajay Naidu-Diedrich Bader-Stephen Root-Gary Cole-Richard Riehle-Ali Wentworth-Joe Bays-John C. McGinley-Paul Willson-Kinna McInroe-Todd Duffey-Greg Pitts-Michael McShane-Linda Wakeman-Jennifer Jane Emerson-Kyle Scott Jackson-Orlando Jones-Barbara George-Reiss-Tom Schuster-Rupert Reyes-Jackie Belvin-Gabriel Folse-Jesse De Luna-Mike Judge-Justin Possenti-Jack Betts-Charissa Allen-Josh Bond,printer-work-dallas texas-bad boss-suburbia-co-workers relationship-corporate world-downsizing-software engineer-burnout-stapler-duringcreditsstinger-business rivalry,/fiB7DY9mATGFOCTd4cgK6k2Wzr9.jpg,/osVUxxcXnJd9tqSRZBk4RxVl0As.jpg,11381-8872-8699-12133-2292-137-10218-762-11072-8467-2609-6471-544-9473-8363-11003-6957-2493-496-813,3335158.874,2655708.824
435800,Journey to the West: The Demons Strike Back,Adventure-Fantasy-Action,zh,Tang Monk brings three disciples on a journey to the West. On the outside everything seems harmonious. However tension is present beneath the surface and their hearts and minds are not in agreement. After a series of demon-capturing events the monk and his disciples gain mutual understanding of each others' hardships and unease. Finally they resolve their inner conflict and work together to become an all-conquering demon-exorcising team.,20.435,Star Overseas,1/28/17,63300000,731607,109,Released,,6.052,77,Kris Wu-Lin Gengxin-Yao Chen-Lin Yun-Yang Yiwei-Mengke Bateer-Wang Likun-Bao Bei Er-Wang Duo-Dong Chengpeng-Cheng Si-Han-Shu Qi-Zhang Yixin-Stephen Chow-Tsui Hark,kung fu,/aBwcH7Wb1j14s2YsNeKkOIAUBuw.jpg,/w7ghzBgSkAsf4b2NrMr7N54pkBS.jpg,452910-170657-396535-457837-367206,269269.402,266477.7315
567,Rear Window,Thriller-Mystery,en,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,20.434,Alfred J. Hitchcock Productions-Paramount,8/1/54,1000000,37034514,112,Released,It only takes one witness to spoil the perfect crime.,8.359,5582,James Stewart-Grace Kelly-Thelma Ritter-Wendell Corey-Raymond Burr-Judith Evelyn-Ross Bagdasarian-Georgine Darcy-Irene Winston-Sara Berner-Frank Cady-Jesslyn Fax-Rand Harper-Havis Davenport-Jerry Antes-Benny Bartlett-Nick Borgani-Sue Casey-Iphigenie Castiglioni-James Cornell-Don Dunning-Marla English-Bess Flowers-Art Gilmore-Fred Graham-Kathryn Grant-Charles Harvey-Len Hendry-Alfred Hitchcock-Harry Landers-Alan Lee-Mike Mahoney-Jonnie Paris-Eddie Parker-Robert Sherman-Dick Simmons-Ralph Smiley-Jack Stoney-Anthony Warde-Gig Young,nurse-photographer-suspicion of murder-girlfriend-neighbor-salesman-whodunit-convalescence-voyeurism-missing wife-homebound-suspicious behavior-flower bed-visiting nurse,/qitnZcLP7C9DLRuPpmvZ7GiEjJN.jpg,/zGs5tZOlvc9cprdcU6kDOVNpujf.jpg,426-213-539-1580-571-521-574-599-381-582132-289-15-389-935-1585-506-975-845-510-303-429,2184473.703,12203514.36
560008,Minamata,Drama-History,en,War photographer W. Eugene Smith travels back to Japan where he documents the devastating effect of mercury poisoning in coastal communities.,20.433,Metalwork Pictures-Infinitum Nihil-Head Gear Films-Kreo Films FZ-Metrol Technology-Work in Progress,3/13/20,0,1623809,115,Released,Let truth be the prejudice.,6.9,211,Johnny Depp-Minami-Hiroyuki Sanada-Bill Nighy-Jun Kunimura-Ryo Kase-Tadanobu Asano-Akiko Iwase-Katherine Jenkins-Lily Robinson-Ayumi Takano,japan-war photographer-mercury poisoning,/tjn9yxa5QNFsV2mFPsaWdqOOk2g.jpg,/2iOWzL6dManoWwzGEbe0mHkcdpm.jpg,257785-28468-654086-962192-433501-18329-522241-468-11220-559907-823766-37710-725201-617653-7345-615457-502033-581734-567748-644495-62213,516199.113,627818.5973
2043,Along Came a Spider,Crime-Mystery-Thriller-Action,en,After the harrowing death of his partner detective and best-selling author Alex Cross has retreated to the peace of retirement. But when a brilliant criminal kidnaps a senator's young daughter Alex is lured back into action. Teamed with the Secret Service agent assigned to protect the missing girl Alex follows a serpentine trail of clues that leads him to a stunning discovery - the kidnapper wants more than just ransom.,20.432,Paramount-AZL Productions KG-David Brown Productions-MFP Munich Film Partners-Phase 1 Productions-Revelations Entertainment,4/6/01,60000000,10517856.1,104,Released,The game is far from over.,6.331,1565,Morgan Freeman-Monica Potter-Michael Wincott-Dylan Baker-Mika Boorem-Anton Yelchin-Kim Hawthorne-Jay O. Sanders-Billy Burke-Michael Moriarty-Penelope Ann Miller-Anna Maria Horsford-Scott Heindl-Christopher Shyer-Jill Teed-Ian Marsh-Raoul Ganeev-Samantha Ferris-Ocean Hellman-Tom McBeath-Tamara Taggart-Suzette Meyers-Brian Arnold-Chris Robson-Jonathan Walker-Debra Donohue-Mila Dobrozdravich-Aaron Joseph-Ravil Isyanov-Ronin Wong-Campbell Lane-Charles Andre-Claire Riley-Paul Carson-Donna Lysell-Kevin Hayes-Steve Makaj-Nathaniel DeVeaux-Wynn Hall-Charles Andison-Tarie Tennessey-Darryl Scheelar-Craig March-Darryl Dillard-Carter Jahncke-Jim Hild,based on novel or book-psychology-police operation-police-sequel-psychologist-whodunit,/1YtsND7vSNymylnOSzgg3DdVFMB.jpg,/5C6njaciKvyZlKWUrQX7mjdl4D1.jpg,9437-28504-225914-9481-11560-166822-50410-9613-1592-1537-10589-10398-11329-136585-9772-1844-1365-11258-6950-11831-5820,-3451314.091,3640587.141
821427,The Novice,Drama-Thriller,en,A college freshman joins her university's rowing team and undertakes an obsessive physical and psychological journey to make it to the top varsity boat no matter the cost.,20.43,H2L Media Group-Picture Movers Anonymous,12/17/21,0,24322,94,Released,,6.5,115,Isabelle Fuhrman-Amy Forsyth-Dilone-Jonathan Cherry-Kate Drummond-Charlotte Ubben-Sage Irvine-Chantelle Bishop-Jeni Ross-Nikki Duval-Eve Kanyo-Al Bernstein-Neil Babcock-Robert Ifedi-Kialeigh Magee-Jeff Scott Whal-Nigel Holt,obsession-crew-thriller-water sports-rowing-woman director-training-montage-collegiate sports,/zIkGGiQBNITG9vVxgmf6MXQ1gT1.jpg,/ic8h5oYQWwqQWPyfpZUSomZTdao.jpg,816977-1802-539565-797457-718032-574321-10632-880841-765245-19901-793998-663870-588367-458723-722778-755566-597922-780609-807356-600583-736526,6342.005445,5648.053813
11531,Book of Shadows: Blair Witch 2,Mystery-Thriller-Horror,en,Young adults become fascinated by the events of the three missing filmmakers in Maryland so they decide to go into the same woods and find out what really happened.,20.421,Haxan Films-Artisan Entertainment,10/27/00,15000000,47737094,90,Released,Evil Doesn't Die.,4.2,684,Kim Director-Jeffrey Donovan-Erica Leerhsen-Tristine Skyler-Stephen Barker Turner-Lanny Flaherty-Lauren Hulsey-Raynor Scheine-Kennen Sisco-Dina Napoli-Joe Berlinger-Pete Burris-Briton Green-Anja Baron-Kurt Loder-Chuck Scarborough-Conan O'Brien-Andy Richter-Bruce D. Reed-Sara Phillips-Lynda Millard-Deb Burgoyne-Andrea Cox-Erik Jensen-Peggy K. Chang-Tony Tsang-Kevin Murray-Keira Naughton-Ed Sala-Tyler Zeisloft-Richard Kirkwood-Justin Fair-Brilane Bowman-Robert M. Kelly-Landra Booker-Jacqui Allen-Sloane Brown-Karen Tsen Lee-Heidi Burger-Brian Dragonuk-Armen Garo-Nasi Glekas-Cathy Haase-Oscar Haynes-Rick Kain-Julie Mabry-Martin Pfefferkorn-Chad Ridgely-Ryan Slattery,witch-forest-vision-folk horror,/l1jF93S9FYbzp3Byh5VUA1KApSJ.jpg,/unVjWj6KsRXk67pEkBfxflpbyRV.jpg,2667-351211-11377-11675-9378-11398-10824-2637-11587-11618-10984-11932-72571-2662-9913-3600-9358-9877-3597-6466-49018,-2024023.245,14648089.94
526051,Look Away,Horror-Thriller-Fantasy,en,A timid and socially alienated 17-year-old high school student's life is turned upside down when she switches places with her sinister mirror image.,20.419,Buffalo Gal Pictures-MFM-Dana Lustig Productions-Primary Wave Entertainment-Ace in the Hole Productions,10/12/18,0,1119537,103,Released,,6.5,716,India Eisley-Jason Isaacs-Mira Sorvino-Penelope Mitchell-John C. MacDonald-Harrison Gilbertson-Kristen Harris-Kiera Johnson-Michal Bernstein-Glenn Odero-Ernie Pitts-Adam Hurtig-Connor Peterson,,/8WTEFOwFBx0mHurnEfv27I0FOe2.jpg,/x04SgdgxFGeNk2SLUnv9aXEuzQT.jpg,9494-810413-52744-104859-33542-434555-931-928381-449664-481375-505058-431075-9356-480414-548066-522681-11982-316727-460019-521029-521935,619393.7514,348469.2912
10030,Good Luck Chuck,Comedy-Romance,en,Cursed since childhood dentist Charlie Logan cannot find the right woman. Even worse he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams he must find a way to break the curse or risk losing her to the next man she meets.,20.412,Lionsgate-Karz Entertainment-Milestone Entertainment-Alberta Film Development Program of the Alberta Government-Chuck Productions,9/21/07,25000000,5919212.8,101,Released,He has to break his curse before she breaks his heart.,5.894,1291,Dane Cook-Jessica Alba-Dan Fogler-Ellia English-Lonny Ross-Troy Gentile-Chelan Simmons-Mackenzie Mowat-Sasha Pieterse-Caroline Ford-Chiara Zanni-Benjamin Ayres-Carrie Fleming-Crystal Lowe-Tava Smiley-Annie Wood-Kari-Ann Wood-Victoria Bidewell-Jodelle Ferland-Michelle Harrison-Steve Bacic-Georgia Craig-Heather Doerksen-Michael Teigen-Michelle Andrew-Liam James-Yasmine Vox-Zara Taylor-Eliza Bayne-Susan De West-Tammy Morris-Viviana Cruise,aquarium-one-night stand-bride-man woman relationship-love-curse-wedding-dentist-based on short story-duringcreditsstinger,/eGxaRbDfxBWPysoxkOfYgkwflxJ.jpg,/oDdKcMaiv91G8kGJGBO1AsqS9Cb.jpg,12620-4964-10631-9029-9293-12556-13477-10054-3563-20943-10028-34806-1819-41630-9794-11852-50546-11968-13596-12090-8676,2742108.146,1286101.227
58151,Fright Night,Horror-Comedy,en,A teenager suspects his new neighbour is a vampire. Unable to convince anyone he tries to enlist the help of a self-proclaimed vampire hunter and magician.,20.407,DreamWorks Pictures-Reliance Entertainment-Michael De Luca Productions-Gaeta / Rosenzweig Films,8/18/11,30000000,41002607,106,Released,You can't run from evil when it lives next door,6.2,1674,Anton Yelchin-Colin Farrell-Toni Collette-David Tennant-Imogen Poots-Christopher Mintz-Plasse-Dave Franco-Reid Ewing-Will Denton-Sandra Vergara-Emily Montague-Chris Sarandon-Gracie Gillam-Chelsea Tavares-Lisa Loeb-Brian Huskey-Mike Miller-Marya Beauvais-Kent Kirkpatrick-Arron Shiver-Rick A. Ortega Jr.-Charlie B. Brown-Rebekah Wiggins-Eb Lottimer-Liezl Carstens-Laura Aidan-Alma Sisneros-Bruce Holmes-Chris Ranney-Lovie Johnson-Jerry G. Angelo-Tait Fletcher-Kevin Christopher Brown-Jesse Pickett-William H. Burton Jr.-Bonnie Morgan-Michelle Waterson-Paula Francis-Dave Courvoisier-Dee Bradley Baker,sunrise-vampire-suspicion-remake-suburbia,/ySQ3v4Fzpy3fePs86eoLiDzwLYM.jpg,/llSmoD6mmfIQIQspwbckAYd110Z.jpg,214597-11797-18086-41402-65086-38321-41446-23437-72331-19912-60935-44040-16871-55779-29427-132232-61012-23827-14435-10665-19901,16319074.74,8224456.767
